learnerID,sitesVisited,step,pr(rr),pr(fr),pr(sr),rr,fr,sr,rating,ratingCode
1,4,0,0.238,0.877,0.163,0.804626465,N/A,N/A,N/A,No Recommendation Request
1,4,1,0.238,0.877,0.163,0.736206055,N/A,N/A,N/A,No Recommendation Request
1,4,2,0.238,0.877,0.163,0.198577881,0.594299316,0.805786133,N/A,No Rating Submission
1,4,3,0.238,0.877,0.163,0.166320801,0.017883301,0.126739502,4,
2,8,0,0.201,0.881,0.16,0.699523926,N/A,N/A,N/A,No Recommendation Request
2,8,1,0.201,0.881,0.16,0.035919189,0.412536621,0.736358643,N/A,No Rating Submission
2,8,2,0.201,0.881,0.16,0.012664795,0.156097412,0.547729492,N/A,No Rating Submission
2,8,3,0.201,0.881,0.16,0.825744629,N/A,N/A,N/A,No Recommendation Request
2,8,4,0.201,0.881,0.16,0.798156738,N/A,N/A,N/A,No Recommendation Request
2,8,5,0.201,0.881,0.16,0.889892578,N/A,N/A,N/A,No Recommendation Request
2,8,6,0.201,0.881,0.16,0.26385498,N/A,N/A,N/A,No Recommendation Request
2,8,7,0.201,0.881,0.16,0.862762451,N/A,N/A,N/A,No Recommendation Request
3,10,0,0.215,0.875,0.15,0.432159424,N/A,N/A,N/A,No Recommendation Request
3,10,1,0.215,0.875,0.15,0.378356934,N/A,N/A,N/A,No Recommendation Request
3,10,2,0.215,0.875,0.15,0.270294189,N/A,N/A,N/A,No Recommendation Request
3,10,3,0.215,0.875,0.15,0.648162842,N/A,N/A,N/A,No Recommendation Request
3,10,4,0.215,0.875,0.15,0.646118164,N/A,N/A,N/A,No Recommendation Request
3,10,5,0.215,0.875,0.15,0.856811523,N/A,N/A,N/A,No Recommendation Request
3,10,6,0.215,0.875,0.15,0.263977051,N/A,N/A,N/A,No Recommendation Request
3,10,7,0.215,0.875,0.15,0.871276855,N/A,N/A,N/A,No Recommendation Request
3,10,8,0.215,0.875,0.15,0.481445313,N/A,N/A,N/A,No Recommendation Request
3,10,9,0.215,0.875,0.15,0.248199463,N/A,N/A,N/A,No Recommendation Request
4,13,0,0.229,0.865,0.154,0.297363281,N/A,N/A,N/A,No Recommendation Request
4,13,1,0.229,0.865,0.154,0.486755371,N/A,N/A,N/A,No Recommendation Request
4,13,2,0.229,0.865,0.154,0.055480957,0.848022461,0.656616211,N/A,No Rating Submission
4,13,3,0.229,0.865,0.154,0.288726807,N/A,N/A,N/A,No Recommendation Request
4,13,4,0.229,0.865,0.154,0.610137939,N/A,N/A,N/A,No Recommendation Request
4,13,5,0.229,0.865,0.154,0.790863037,N/A,N/A,N/A,No Recommendation Request
4,13,6,0.229,0.865,0.154,0.081237793,0.19644165,0.214324951,N/A,No Rating Submission
4,13,7,0.229,0.865,0.154,0.057250977,0.119445801,0.268310547,N/A,No Rating Submission
4,13,8,0.229,0.865,0.154,0.085968018,0.468292236,0.43838501,N/A,No Rating Submission
4,13,9,0.229,0.865,0.154,0.233642578,N/A,N/A,N/A,No Recommendation Request
4,13,10,0.229,0.865,0.154,0.274963379,N/A,N/A,N/A,No Recommendation Request
4,13,11,0.229,0.865,0.154,0.90335083,N/A,N/A,N/A,No Recommendation Request
4,13,12,0.229,0.865,0.154,0.937225342,N/A,N/A,N/A,No Recommendation Request
5,9,0,0.22,0.871,0.172,0.011199951,0.10848999,0.346252441,N/A,No Rating Submission
5,9,1,0.22,0.871,0.172,0.608551025,N/A,N/A,N/A,No Recommendation Request
5,9,2,0.22,0.871,0.172,0.684326172,N/A,N/A,N/A,No Recommendation Request
5,9,3,0.22,0.871,0.172,0.409820557,N/A,N/A,N/A,No Recommendation Request
5,9,4,0.22,0.871,0.172,0.368591309,N/A,N/A,N/A,No Recommendation Request
5,9,5,0.22,0.871,0.172,0.170562744,0.459991455,0.879272461,N/A,No Rating Submission
5,9,6,0.22,0.871,0.172,0.314422607,N/A,N/A,N/A,No Recommendation Request
5,9,7,0.22,0.871,0.172,0.548950195,N/A,N/A,N/A,No Recommendation Request
5,9,8,0.22,0.871,0.172,0.696380615,N/A,N/A,N/A,No Recommendation Request
6,19,0,0.22,0.863,0.181,0.397918701,N/A,N/A,N/A,No Recommendation Request
6,19,1,0.22,0.863,0.181,0.118835449,0.929199219,N/A,N/A,No Recommendation Follow
6,19,2,0.22,0.863,0.181,0.31539917,N/A,N/A,N/A,No Recommendation Request
6,19,3,0.22,0.863,0.181,0.695922852,N/A,N/A,N/A,No Recommendation Request
6,19,4,0.22,0.863,0.181,0.846496582,N/A,N/A,N/A,No Recommendation Request
6,19,5,0.22,0.863,0.181,0.705291748,N/A,N/A,N/A,No Recommendation Request
6,19,6,0.22,0.863,0.181,0.012969971,0.144287109,0.306152344,N/A,No Rating Submission
6,19,7,0.22,0.863,0.181,0.594482422,N/A,N/A,N/A,No Recommendation Request
6,19,8,0.22,0.863,0.181,0.192657471,0.223052979,0.202423096,N/A,No Rating Submission
6,19,9,0.22,0.863,0.181,0.332000732,N/A,N/A,N/A,No Recommendation Request
6,19,10,0.22,0.863,0.181,0.239440918,N/A,N/A,N/A,No Recommendation Request
6,19,11,0.22,0.863,0.181,0.508666992,N/A,N/A,N/A,No Recommendation Request
6,19,12,0.22,0.863,0.181,0.732086182,N/A,N/A,N/A,No Recommendation Request
6,19,13,0.22,0.863,0.181,0.83416748,N/A,N/A,N/A,No Recommendation Request
6,19,14,0.22,0.863,0.181,0.969024658,N/A,N/A,N/A,No Recommendation Request
6,19,15,0.22,0.863,0.181,0.647827148,N/A,N/A,N/A,No Recommendation Request
6,19,16,0.22,0.863,0.181,0.602355957,N/A,N/A,N/A,No Recommendation Request
6,19,17,0.22,0.863,0.181,0.718688965,N/A,N/A,N/A,No Recommendation Request
6,19,18,0.22,0.863,0.181,0.76272583,N/A,N/A,N/A,No Recommendation Request
7,8,0,0.209,0.866,0.153,0.506622314,N/A,N/A,N/A,No Recommendation Request
7,8,1,0.209,0.866,0.153,0.910308838,N/A,N/A,N/A,No Recommendation Request
7,8,2,0.209,0.866,0.153,0.136383057,0.608032227,0.842285156,N/A,No Rating Submission
7,8,3,0.209,0.866,0.153,6.10E-05,0.174987793,0.339782715,N/A,No Rating Submission
7,8,4,0.209,0.866,0.153,0.14630127,0.906066895,N/A,N/A,No Recommendation Follow
7,8,5,0.209,0.866,0.153,0.843811035,N/A,N/A,N/A,No Recommendation Request
7,8,6,0.209,0.866,0.153,0.014282227,0.686737061,0.093933105,2,
