learnerID,sitesVisited,step,pr(rr),pr(fr),pr(sr),rr,fr,sr,rating,ratingCode
1,4,0,0.238,0.877,0.163,0.987182617,N/A,N/A,N/A,No Recommendation Request
1,4,1,0.238,0.877,0.163,0.414581299,N/A,N/A,N/A,No Recommendation Request
1,4,2,0.238,0.877,0.163,0.705413818,N/A,N/A,N/A,No Recommendation Request
1,4,3,0.238,0.877,0.163,0.384399414,N/A,N/A,N/A,No Recommendation Request
2,8,0,0.201,0.881,0.16,0.943878174,N/A,N/A,N/A,No Recommendation Request
2,8,1,0.201,0.881,0.16,0.612701416,N/A,N/A,N/A,No Recommendation Request
2,8,2,0.201,0.881,0.16,0.635345459,N/A,N/A,N/A,No Recommendation Request
2,8,3,0.201,0.881,0.16,0.927276611,N/A,N/A,N/A,No Recommendation Request
2,8,4,0.201,0.881,0.16,0.257720947,N/A,N/A,N/A,No Recommendation Request
2,8,5,0.201,0.881,0.16,0.101287842,0.287841797,0.121643066,4,
2,8,6,0.201,0.881,0.16,0.544677734,N/A,N/A,N/A,No Recommendation Request
2,8,7,0.201,0.881,0.16,0.066833496,0.523376465,0.506469727,N/A,No Rating Submission
3,10,0,0.215,0.875,0.15,0.078186035,0.829284668,0.480499268,N/A,No Rating Submission
3,10,1,0.215,0.875,0.15,0.082214355,0.564788818,0.20614624,N/A,No Rating Submission
3,10,2,0.215,0.875,0.15,0.681152344,N/A,N/A,N/A,No Recommendation Request
3,10,3,0.215,0.875,0.15,0.760070801,N/A,N/A,N/A,No Recommendation Request
3,10,4,0.215,0.875,0.15,0.765533447,N/A,N/A,N/A,No Recommendation Request
3,10,5,0.215,0.875,0.15,0.658050537,N/A,N/A,N/A,No Recommendation Request
3,10,6,0.215,0.875,0.15,0.421295166,N/A,N/A,N/A,No Recommendation Request
3,10,7,0.215,0.875,0.15,0.621337891,N/A,N/A,N/A,No Recommendation Request
3,10,8,0.215,0.875,0.15,0.932617188,N/A,N/A,N/A,No Recommendation Request
3,10,9,0.215,0.875,0.15,0.189849854,0.875823975,N/A,N/A,No Recommendation Follow
4,13,0,0.229,0.865,0.154,0.669586182,N/A,N/A,N/A,No Recommendation Request
4,13,1,0.229,0.865,0.154,0.890930176,N/A,N/A,N/A,No Recommendation Request
4,13,2,0.229,0.865,0.154,0.245666504,N/A,N/A,N/A,No Recommendation Request
4,13,3,0.229,0.865,0.154,0.111480713,0.248046875,0.747497559,N/A,No Rating Submission
4,13,4,0.229,0.865,0.154,0.060302734,0.029205322,0.184112549,N/A,No Rating Submission
