learnerID,sitesVisited,step,pr(rr),pr(fr),pr(sr),randomNumber
1,4,0,0.238,0.877,0.163,0.757843
1,4,1,0.238,0.877,0.163,0.23642
1,4,1,0.238,0.877,0.163,0.821381
1,4,1,0.238,0.877,0.163,0.624878
1,4,2,0.238,0.877,0.163,0.72052
1,4,3,0.238,0.877,0.163,0.40332
2,8,0,0.201,0.881,0.16,0.848389
2,8,1,0.201,0.881,0.16,0.686646
2,8,2,0.201,0.881,0.16,0.145752
2,8,2,0.201,0.881,0.16,0.689697
2,8,2,0.201,0.881,0.16,0.527863
2,8,3,0.201,0.881,0.16,0.933594
2,8,4,0.201,0.881,0.16,0.201172
2,8,5,0.201,0.881,0.16,0.680084
2,8,6,0.201,0.881,0.16,0.357605
2,8,7,0.201,0.881,0.16,0.616791
3,10,0,0.215,0.875,0.15,0.152283
3,10,0,0.215,0.875,0.15,0.13327
3,10,0,0.215,0.875,0.15,0.526337
3,10,1,0.215,0.875,0.15,0.527557
3,10,2,0.215,0.875,0.15,0.295685
3,10,3,0.215,0.875,0.15,0.680969
3,10,4,0.215,0.875,0.15,0.230316
3,10,5,0.215,0.875,0.15,0.323517
3,10,6,0.215,0.875,0.15,0.49173
3,10,7,0.215,0.875,0.15,0.509094
3,10,8,0.215,0.875,0.15,0.204346
3,10,8,0.215,0.875,0.15,0.232117
3,10,8,0.215,0.875,0.15,0.289978
3,10,9,0.215,0.875,0.15,0.510529
4,13,0,0.229,0.865,0.154,0.637451
4,13,1,0.229,0.865,0.154,0.009338
4,13,1,0.229,0.865,0.154,0.886719
4,13,2,0.229,0.865,0.154,0.850281
4,13,3,0.229,0.865,0.154,0.273712
4,13,4,0.229,0.865,0.154,0.753448
4,13,5,0.229,0.865,0.154,0.390839
4,13,6,0.229,0.865,0.154,0.383148
4,13,7,0.229,0.865,0.154,0.674927
4,13,8,0.229,0.865,0.154,0.956268
4,13,9,0.229,0.865,0.154,0.218384
4,13,9,0.229,0.865,0.154,0.666534
4,13,9,0.229,0.865,0.154,0.306793
4,13,10,0.229,0.865,0.154,0.576813
4,13,11,0.229,0.865,0.154,0.201996
4,13,11,0.229,0.865,0.154,0.763428
4,13,11,0.229,0.865,0.154,0.912628
4,13,12,0.229,0.865,0.154,0.751343
5,9,0,0.22,0.871,0.172,0.77887
5,9,1,0.22,0.871,0.172,0.722778
5,9,2,0.22,0.871,0.172,0.396729
5,9,3,0.22,0.871,0.172,0.337158
5,9,4,0.22,0.871,0.172,0.803009
5,9,5,0.22,0.871,0.172,0.012817
5,9,5,0.22,0.871,0.172,0.529205
5,9,5,0.22,0.871,0.172,0.944061
5,9,6,0.22,0.871,0.172,0.830902
5,9,7,0.22,0.871,0.172,0.915405
5,9,8,0.22,0.871,0.172,0.922821
6,19,0,0.22,0.863,0.181,0.726349
6,19,1,0.22,0.863,0.181,0.639221
6,19,2,0.22,0.863,0.181,0.792511
6,19,3,0.22,0.863,0.181,0.225281
6,19,4,0.22,0.863,0.181,0.219879
6,19,4,0.22,0.863,0.181,0.179749
6,19,4,0.22,0.863,0.181,0.602661
6,19,5,0.22,0.863,0.181,0.52829
6,19,6,0.22,0.863,0.181,0.310516
6,19,7,0.22,0.863,0.181,0.682892
6,19,8,0.22,0.863,0.181,0.577301
6,19,9,0.22,0.863,0.181,0.669342
6,19,10,0.22,0.863,0.181,0.283722
6,19,11,0.22,0.863,0.181,0.355988
6,19,12,0.22,0.863,0.181,0.518829
6,19,13,0.22,0.863,0.181,0.065643
6,19,13,0.22,0.863,0.181,0.071533
6,19,13,0.22,0.863,0.181,0.897003
6,19,14,0.22,0.863,0.181,0.644531
6,19,15,0.22,0.863,0.181,0.233673
6,19,16,0.22,0.863,0.181,0.927917
6,19,17,0.22,0.863,0.181,0.872131
6,19,18,0.22,0.863,0.181,0.196533
6,19,18,0.22,0.863,0.181,0.770355
6,19,18,0.22,0.863,0.181,0.371643
7,8,0,0.209,0.866,0.153,0.60965
7,8,1,0.209,0.866,0.153,0.765808
7,8,2,0.209,0.866,0.153,0.275299
7,8,3,0.209,0.866,0.153,0.66568
7,8,4,0.209,0.866,0.153,0.040283
7,8,4,0.209,0.866,0.153,0.627075
7,8,4,0.209,0.866,0.153,0.568176
7,8,5,0.209,0.866,0.153,0.37912
7,8,6,0.209,0.866,0.153,0.7836
7,8,7,0.209,0.866,0.153,0.386383
8,10,0,0.223,0.887,0.165,0.957336
8,10,1,0.223,0.887,0.165,0.245636
8,10,2,0.223,0.887,0.165,0.882935
8,10,3,0.223,0.887,0.165,0.647766
8,10,4,0.223,0.887,0.165,0.970459
8,10,5,0.223,0.887,0.165,0.25061
8,10,6,0.223,0.887,0.165,0.214355
8,10,6,0.223,0.887,0.165,0.446503
8,10,6,0.223,0.887,0.165,0.576965
8,10,7,0.223,0.887,0.165,0.715393
8,10,8,0.223,0.887,0.165,0.519867
8,10,9,0.223,0.887,0.165,0.501678
9,13,0,0.199,0.871,0.156,0.548248
9,13,1,0.199,0.871,0.156,0.295776
9,13,2,0.199,0.871,0.156,0.785675
9,13,3,0.199,0.871,0.156,0.628876
9,13,4,0.199,0.871,0.156,0.326447
9,13,5,0.199,0.871,0.156,0.341034
9,13,6,0.199,0.871,0.156,0.12442
9,13,6,0.199,0.871,0.156,0.838959
9,13,6,0.199,0.871,0.156,0.87915
9,13,7,0.199,0.871,0.156,0.449219
9,13,8,0.199,0.871,0.156,0.858978
9,13,9,0.199,0.871,0.156,0.642426
9,13,10,0.199,0.871,0.156,0.421906
9,13,11,0.199,0.871,0.156,0.101349
9,13,11,0.199,0.871,0.156,0.840973
9,13,11,0.199,0.871,0.156,0.334351
9,13,12,0.199,0.871,0.156,0.844757
10,7,0,0.2,0.876,0.158,0.879822
10,7,1,0.2,0.876,0.158,0.126709
10,7,1,0.2,0.876,0.158,0.681335
10,7,1,0.2,0.876,0.158,0.47522
10,7,2,0.2,0.876,0.158,0.511993
10,7,3,0.2,0.876,0.158,0.621674
10,7,4,0.2,0.876,0.158,0.326324
10,7,5,0.2,0.876,0.158,0.338959
10,7,6,0.2,0.876,0.158,0.476257
11,2,0,0.194,0.867,0.189,0.508118
11,2,1,0.194,0.867,0.189,0.256317
12,19,0,0.221,0.877,0.142,0.537292
12,19,1,0.221,0.877,0.142,0.818268
12,19,2,0.221,0.877,0.142,0.551941
12,19,3,0.221,0.877,0.142,0.674072
12,19,4,0.221,0.877,0.142,0.971954
12,19,5,0.221,0.877,0.142,0.816101
12,19,6,0.221,0.877,0.142,0.671967
12,19,7,0.221,0.877,0.142,0.306152
12,19,8,0.221,0.877,0.142,0.684601
12,19,9,0.221,0.877,0.142,0.752899
12,19,10,0.221,0.877,0.142,0.281189
12,19,11,0.221,0.877,0.142,0.524658
12,19,12,0.221,0.877,0.142,0.888397
12,19,13,0.221,0.877,0.142,0.007843
12,19,13,0.221,0.877,0.142,0.23999
12,19,13,0.221,0.877,0.142,0.485901
12,19,14,0.221,0.877,0.142,0.522705
12,19,15,0.221,0.877,0.142,0.511383
12,19,16,0.221,0.877,0.142,0.014618
12,19,16,0.221,0.877,0.142,0.813873
12,19,16,0.221,0.877,0.142,0.074677
12,19,16,0.221,0.877,0.142,0.833649
12,19,17,0.221,0.877,0.142,0.828735
12,19,18,0.221,0.877,0.142,0.332458
13,8,0,0.232,0.87,0.181,0.932556
13,8,1,0.232,0.87,0.181,0.944763
13,8,2,0.232,0.87,0.181,0.427612
13,8,3,0.232,0.87,0.181,0.354431
13,8,4,0.232,0.87,0.181,0.824554
13,8,5,0.232,0.87,0.181,0.172638
13,8,5,0.232,0.87,0.181,0.528503
13,8,5,0.232,0.87,0.181,0.956024
13,8,6,0.232,0.87,0.181,0.969238
13,8,7,0.232,0.87,0.181,0.472382
14,7,0,0.219,0.871,0.161,0.669464
14,7,1,0.219,0.871,0.161,0.851837
14,7,2,0.219,0.871,0.161,0.361053
14,7,3,0.219,0.871,0.161,0.526764
14,7,4,0.219,0.871,0.161,0.057037
14,7,4,0.219,0.871,0.161,0.685425
14,7,4,0.219,0.871,0.161,0.569885
14,7,5,0.219,0.871,0.161,0.311584
14,7,6,0.219,0.871,0.161,0.531342
15,15,0,0.218,0.879,0.17,0.733948
15,15,1,0.218,0.879,0.17,0.493835
15,15,2,0.218,0.879,0.17,0.142365
15,15,2,0.218,0.879,0.17,0.707367
15,15,2,0.218,0.879,0.17,0.360657
15,15,3,0.218,0.879,0.17,0.989624
15,15,4,0.218,0.879,0.17,0.850128
15,15,5,0.218,0.879,0.17,0.249176
15,15,6,0.218,0.879,0.17,0.828033
15,15,7,0.218,0.879,0.17,0.436127
15,15,8,0.218,0.879,0.17,0.866608
15,15,9,0.218,0.879,0.17,0.951843
15,15,10,0.218,0.879,0.17,0.203339
15,15,10,0.218,0.879,0.17,0.838776
15,15,10,0.218,0.879,0.17,0.95871
15,15,11,0.218,0.879,0.17,0.107086
15,15,11,0.218,0.879,0.17,0.257019
15,15,11,0.218,0.879,0.17,0.514252
15,15,12,0.218,0.879,0.17,0.789703
15,15,13,0.218,0.879,0.17,0.591614
15,15,14,0.218,0.879,0.17,0.898499
16,8,0,0.201,0.854,0.167,0.656433
16,8,1,0.201,0.854,0.167,0.73764
16,8,2,0.201,0.854,0.167,0.005951
16,8,2,0.201,0.854,0.167,0.601074
16,8,2,0.201,0.854,0.167,0.534912
16,8,3,0.201,0.854,0.167,0.426605
16,8,4,0.201,0.854,0.167,0.96582
16,8,5,0.201,0.854,0.167,0.150513
16,8,5,0.201,0.854,0.167,0.350189
16,8,5,0.201,0.854,0.167,0.588287
16,8,6,0.201,0.854,0.167,0.449036
16,8,7,0.201,0.854,0.167,0.367401
17,16,0,0.22,0.885,0.159,0.49176
17,16,1,0.22,0.885,0.159,0.673187
17,16,2,0.22,0.885,0.159,0.814484
17,16,3,0.22,0.885,0.159,0.761597
17,16,4,0.22,0.885,0.159,0.710022
17,16,5,0.22,0.885,0.159,0.413788
17,16,6,0.22,0.885,0.159,0.204468
17,16,6,0.22,0.885,0.159,0.7034
17,16,6,0.22,0.885,0.159,0.32196
17,16,7,0.22,0.885,0.159,0.913086
17,16,8,0.22,0.885,0.159,0.738373
17,16,9,0.22,0.885,0.159,0.014191
17,16,9,0.22,0.885,0.159,0.782654
17,16,9,0.22,0.885,0.159,0.578979
17,16,10,0.22,0.885,0.159,0.76944
17,16,11,0.22,0.885,0.159,0.487488
17,16,12,0.22,0.885,0.159,0.233246
17,16,13,0.22,0.885,0.159,0.358215
17,16,14,0.22,0.885,0.159,0.664856
17,16,15,0.22,0.885,0.159,0.772003
18,10,0,0.213,0.871,0.173,0.784698
18,10,1,0.213,0.871,0.173,0.175476
18,10,1,0.213,0.871,0.173,0.157745
18,10,1,0.213,0.871,0.173,0.492096
18,10,2,0.213,0.871,0.173,0.649445
18,10,3,0.213,0.871,0.173,0.390198
18,10,4,0.213,0.871,0.173,0.975098
18,10,5,0.213,0.871,0.173,0.270081
18,10,6,0.213,0.871,0.173,0.290039
18,10,7,0.213,0.871,0.173,0.364502
18,10,8,0.213,0.871,0.173,0.967834
18,10,9,0.213,0.871,0.173,0.510498
19,5,0,0.203,0.874,0.147,0.054504
19,5,0,0.203,0.874,0.147,0.233673
19,5,0,0.203,0.874,0.147,0.273621
19,5,1,0.203,0.874,0.147,0.173553
19,5,1,0.203,0.874,0.147,0.490906
19,5,1,0.203,0.874,0.147,0.012085
19,5,1,0.203,0.874,0.147,0.041992
19,5,2,0.203,0.874,0.147,0.150787
19,5,2,0.203,0.874,0.147,0.731903
19,5,2,0.203,0.874,0.147,0.380157
19,5,3,0.203,0.874,0.147,0.893341
19,5,4,0.203,0.874,0.147,0.366302
20,16,0,0.203,0.875,0.159,0.50351
20,16,1,0.203,0.875,0.159,0.513123
20,16,2,0.203,0.875,0.159,0.461914
20,16,3,0.203,0.875,0.159,0.77887
20,16,4,0.203,0.875,0.159,0.231201
20,16,5,0.203,0.875,0.159,0.381622
20,16,6,0.203,0.875,0.159,0.362488
20,16,7,0.203,0.875,0.159,0.558167
20,16,8,0.203,0.875,0.159,0.123505
20,16,8,0.203,0.875,0.159,0.970947
20,16,9,0.203,0.875,0.159,0.589722
20,16,10,0.203,0.875,0.159,0.49704
20,16,11,0.203,0.875,0.159,0.183472
20,16,11,0.203,0.875,0.159,0.595184
20,16,11,0.203,0.875,0.159,0.516815
20,16,12,0.203,0.875,0.159,0.549469
20,16,13,0.203,0.875,0.159,0.929077
20,16,14,0.203,0.875,0.159,0.851776
20,16,15,0.203,0.875,0.159,0.40036
21,6,0,0.224,0.868,0.161,0.837921
21,6,1,0.224,0.868,0.161,0.451141
21,6,2,0.224,0.868,0.161,0.391571
21,6,3,0.224,0.868,0.161,0.670166
21,6,4,0.224,0.868,0.161,0.379639
21,6,5,0.224,0.868,0.161,0.490326
22,11,0,0.213,0.886,0.179,0.113647
22,11,0,0.213,0.886,0.179,0.679779
22,11,0,0.213,0.886,0.179,0.880615
22,11,1,0.213,0.886,0.179,0.221527
22,11,2,0.213,0.886,0.179,0.719238
22,11,3,0.213,0.886,0.179,0.61969
22,11,4,0.213,0.886,0.179,0.325165
22,11,5,0.213,0.886,0.179,0.011322
22,11,5,0.213,0.886,0.179,0.168793
22,11,5,0.213,0.886,0.179,0.13681
22,11,5,0.213,0.886,0.179,0.997711
22,11,6,0.213,0.886,0.179,0.103607
22,11,6,0.213,0.886,0.179,0.519318
22,11,6,0.213,0.886,0.179,0.750153
22,11,7,0.213,0.886,0.179,0.776093
22,11,8,0.213,0.886,0.179,0.884369
22,11,9,0.213,0.886,0.179,0.376709
22,11,10,0.213,0.886,0.179,0.482849
23,1,0,0.201,0.886,0.163,0.083374
23,1,0,0.201,0.886,0.163,0.877991
23,1,0,0.201,0.886,0.163,0.540253
24,12,0,0.204,0.882,0.181,0.626556
24,12,1,0.204,0.882,0.181,0.263947
24,12,2,0.204,0.882,0.181,0.492889
24,12,3,0.204,0.882,0.181,0.11554
24,12,3,0.204,0.882,0.181,0.035156
24,12,3,0.204,0.882,0.181,0.397919
24,12,4,0.204,0.882,0.181,0.540344
24,12,5,0.204,0.882,0.181,0.496277
24,12,6,0.204,0.882,0.181,0.349457
24,12,7,0.204,0.882,0.181,0.434845
24,12,8,0.204,0.882,0.181,0.789368
24,12,9,0.204,0.882,0.181,0.82547
24,12,10,0.204,0.882,0.181,0.962067
24,12,11,0.204,0.882,0.181,0.851318
25,15,0,0.222,0.878,0.162,0.038422
25,15,0,0.222,0.878,0.162,0.210114
