learnerID,sitesVisited,step,pr(rr),pr(fr),pr(sr),randomNumber,nodeRecommendationID
2,8,2,0.201,0.881,0.16,0.158722,0
3,10,0,0.215,0.875,0.15,0.542023,0
3,10,8,0.215,0.875,0.15,0.344727,6
4,13,0,0.229,0.865,0.154,0.247681,6
4,13,11,0.229,0.865,0.154,0.337585,4
4,13,12,0.229,0.865,0.154,0.202484,2
5,9,7,0.22,0.871,0.172,0.859863,6
6,19,2,0.22,0.863,0.181,0.084869,6
6,19,5,0.22,0.863,0.181,0.97934,4
7,8,4,0.209,0.866,0.153,0.578796,6
8,10,0,0.223,0.887,0.165,0.754639,6
8,10,2,0.223,0.887,0.165,0.034149,4
8,10,4,0.223,0.887,0.165,0.256989,9
8,10,5,0.223,0.887,0.165,0.01709,2
8,10,8,0.223,0.887,0.165,0.641174,8
9,13,2,0.199,0.871,0.156,0.686737,4
9,13,3,0.199,0.871,0.156,0.076904,9
9,13,5,0.199,0.871,0.156,0.907928,6
10,7,1,0.2,0.876,0.158,0.984589,4
12,19,3,0.221,0.877,0.142,0.052582,4
12,19,8,0.221,0.877,0.142,0.634857,9
12,19,17,0.221,0.877,0.142,0.146088,6
13,8,4,0.232,0.87,0.181,0.370117,9
14,7,5,0.219,0.871,0.161,0.740601,9
15,15,0,0.218,0.879,0.17,0.989838,9
15,15,3,0.218,0.879,0.17,0.586792,4
15,15,5,0.218,0.879,0.17,0.543365,6
15,15,12,0.218,0.879,0.17,0.708405,2
16,8,2,0.201,0.854,0.167,0.312012,9
16,8,3,0.201,0.854,0.167,0.088257,6
16,8,6,0.201,0.854,0.167,0.014557,7
17,16,4,0.22,0.885,0.159,0.836914,7
17,16,7,0.22,0.885,0.159,0.914978,1
17,16,13,0.22,0.885,0.159,0.250153,3
18,10,0,0.213,0.871,0.173,0.032562,7
18,10,1,0.213,0.871,0.173,0.075623,1
18,10,2,0.213,0.871,0.173,0.970947,2
18,10,6,0.213,0.871,0.173,0.572296,0
20,16,1,0.203,0.875,0.159,0.613678,4
20,16,5,0.203,0.875,0.159,0.092621,6
20,16,8,0.203,0.875,0.159,0.296448,2
20,16,9,0.203,0.875,0.159,0.36554,1
20,16,15,0.203,0.875,0.159,0.266296,9
21,6,1,0.224,0.868,0.161,0.686249,4
21,6,3,0.224,0.868,0.161,0.03595,6
21,6,5,0.224,0.868,0.161,0.893768,2
22,11,1,0.213,0.886,0.179,0.741241,4
24,12,10,0.204,0.882,0.181,0.794983,4
